campaign_id,customer_id,campaign_name,channel,device_type,send_date,opened,clicked,converted,revenue
CMP728 ,CUSAT4232,Black Friday,Email,Desktop,7/21/2024,No,No,No,$0.00 
CMP164 ,CUSAT2667,Black Friday,Email,Desktop,12/26/2024,Yes,No,No,$0.00 
CMP601 ,CUSAT9646,New Product Launch,Email,Mobile,5/14/2024,Yes,Yes,Yes,$25.70 
CMP965 ,CUSAT8501,New Product Launch,Email,Tablet,2/28/2024,Yes,Yes,Yes,"$1,065.30 "
CMP220 ,CUSAT4908,Holiday Promo,Email,Mobile,12/10/2024,No,No,No,$0.00 
CMP688 ,CUSAT7286,Black Friday,Email,Desktop,8/2/2024,No,No,No,$0.00 
CMP291 ,CUSAT6154,Black Friday,Email,Tablet,9/7/2024,Yes,No,No,$0.00 
CMP675 ,CUSAT9281,New Product Launch,Email,Desktop,4/9/2024,No,No,No,$0.00 
CMP131 ,CUSAT4613,Holiday Promo,Email,Desktop,3/26/2024,Yes,Yes,No,$0.00 
CMP891 ,CUSAT9115,Black Friday,Email,Mobile,8/22/2024,Yes,Yes,Yes,$627.90 
CMP142 ,CUSAT8231,Black Friday,Email,Desktop,10/4/2024,No,No,No,$0.00 
CMP982 ,CUSAT2425,Black Friday,Email,Tablet,8/18/2024,No,No,No,$0.00 
CMP538 ,CUSAT3719,New Product Launch,Email,Tablet,12/29/2024,No,No,No,$0.00 
CMP711 ,CUSAT9827,Summer Sale,Email,Tablet,6/28/2024,Yes,Yes,Yes,"$1,234.40 "
CMP795 ,CUSAT2560,Summer Sale,Email,Mobile,9/20/2024,No,No,No,$0.00 
CMP948 ,CUSAT5055,New Product Launch,Email,Desktop,3/15/2024,Yes,Yes,No,$0.00 
CMP748 ,CUSAT2525,Black Friday,Email,Tablet,7/11/2024,No,No,No,$0.00 
CMP892 ,CUSAT2526,New Product Launch,Email,Tablet,10/24/2024,Yes,No,No,$0.00 
CMP944 ,CUSAT4470,Black Friday,Email,Desktop,4/21/2024,Yes,Yes,Yes,$835.40 
CMP596 ,CUSAT6631,New Product Launch,Email,Mobile,3/7/2024,No,No,No,$0.00 
CMP100 ,CUSAT8009,Holiday Promo,Email,Tablet,3/21/2024,Yes,Yes,Yes,$350.90 
CMP184 ,CUSAT7092,New Product Launch,Email,Mobile,12/1/2024,Yes,No,No,$0.00 
CMP197 ,CUSAT1017,Holiday Promo,Email,Mobile,12/1/2024,Yes,No,No,$0.00 
CMP108 ,CUSAT6629,Summer Sale,Email,Tablet,12/14/2024,No,No,No,$0.00 
CMP925 ,CUSAT2678,Summer Sale,Email,Desktop,7/15/2024,No,No,No,$0.00 
CMP246 ,CUSAT2120,Black Friday,Email,Mobile,11/24/2024,No,No,No,$0.00 
CMP521 ,CUSAT8248,Holiday Promo,Email,Mobile,11/17/2024,Yes,Yes,No,$0.00 
CMP422 ,CUSAT3290,Holiday Promo,Email,Tablet,6/28/2024,No,No,No,$0.00 
CMP391 ,CUSAT1439,New Product Launch,Email,Mobile,11/3/2024,Yes,No,No,$0.00 
CMP155 ,CUSAT4921,Black Friday,Email,Mobile,7/19/2024,No,No,No,$0.00 
CMP112 ,CUSAT6916,Holiday Promo,Email,Desktop,9/27/2024,Yes,Yes,No,$0.00 
CMP888 ,CUSAT2195,Summer Sale,Email,Mobile,8/29/2024,No,No,No,$0.00 
CMP743 ,CUSAT9209,Black Friday,Email,Tablet,7/22/2024,Yes,Yes,Yes,$376.00 
CMP185 ,CUSAT6077,Summer Sale,Email,Tablet,11/11/2024,Yes,Yes,No,$0.00 
CMP954 ,CUSAT2083,Holiday Promo,Email,Tablet,10/27/2024,Yes,No,No,$0.00 
CMP726 ,CUSAT1901,Holiday Promo,Email,Mobile,8/10/2024,No,No,No,$0.00 
CMP635 ,CUSAT9474,New Product Launch,Email,Mobile,9/11/2024,No,No,No,$0.00 
CMP539 ,CUSAT5456,Black Friday,Email,Desktop,1/16/2024,No,No,No,$0.00 
CMP979 ,CUSAT3734,Holiday Promo,Email,Desktop,7/3/2024,Yes,Yes,No,$0.00 
CMP979 ,CUSAT1201,Holiday Promo,Email,Desktop,9/17/2024,No,No,No,$0.00 
CMP831 ,CUSAT7870,Holiday Promo,Email,Mobile,1/19/2024,Yes,Yes,Yes,$519.10 
CMP614 ,CUSAT1862,Summer Sale,Email,Tablet,10/19/2024,Yes,No,No,$0.00 
CMP892 ,CUSAT6090,Holiday Promo,Email,Mobile,8/26/2024,Yes,Yes,No,$0.00 
CMP411 ,CUSAT4974,Black Friday,Email,Mobile,5/29/2024,No,No,No,$0.00 
CMP519 ,CUSAT1391,Holiday Promo,Email,Tablet,3/18/2024,Yes,Yes,No,$0.00 
CMP642 ,CUSAT4902,Black Friday,Email,Mobile,6/6/2024,Yes,Yes,Yes,"$1,122.20 "
CMP632 ,CUSAT7767,New Product Launch,Email,Desktop,4/28/2024,Yes,Yes,Yes,$608.40 
CMP503 ,CUSAT2226,New Product Launch,Email,Desktop,3/9/2024,Yes,Yes,Yes,$872.80 
CMP502 ,CUSAT6345,Holiday Promo,Email,Desktop,6/10/2024,Yes,No,No,$0.00 
CMP208 ,CUSAT3693,Black Friday,Email,Desktop,10/26/2024,Yes,Yes,Yes,$729.70 
CMP574 ,CUSAT5341,Summer Sale,Email,Mobile,4/16/2024,Yes,Yes,No,$0.00 
CMP828 ,CUSAT5066,Holiday Promo,Email,Mobile,6/16/2024,Yes,Yes,No,$0.00 
CMP975 ,CUSAT8408,Black Friday,Email,Mobile,1/16/2024,Yes,No,No,$0.00 
CMP899 ,CUSAT4641,Summer Sale,Email,Tablet,1/7/2024,Yes,Yes,Yes,$272.70 
CMP932 ,CUSAT2228,Summer Sale,Email,Mobile,10/27/2024,No,No,No,$0.00 
CMP572 ,CUSAT1829,Summer Sale,Email,Tablet,3/3/2024,No,No,No,$0.00 
CMP462 ,CUSAT4517,Summer Sale,Email,Desktop,12/15/2024,No,No,No,$0.00 
CMP762 ,CUSAT5835,Black Friday,Email,Mobile,11/13/2024,Yes,Yes,Yes,"$1,063.30 "
CMP304 ,CUSAT9614,Holiday Promo,Email,Desktop,7/15/2024,No,No,No,$0.00 
CMP614 ,CUSAT6269,Black Friday,Email,Mobile,6/25/2024,Yes,No,No,$0.00 
CMP897 ,CUSAT5602,Summer Sale,Email,Mobile,1/16/2024,Yes,No,No,$0.00 
CMP346 ,CUSAT5366,Black Friday,Email,Tablet,2/21/2024,Yes,No,No,$0.00 
CMP706 ,CUSAT6210,New Product Launch,Email,Mobile,3/29/2024,Yes,Yes,Yes,$241.10 
CMP292 ,CUSAT9064,Black Friday,Email,Mobile,3/13/2024,Yes,Yes,Yes,$630.30 
CMP120 ,CUSAT9625,Black Friday,Email,Desktop,4/29/2024,No,No,No,$0.00 
CMP251 ,CUSAT3320,Summer Sale,Email,Mobile,6/14/2024,No,No,No,$0.00 
CMP239 ,CUSAT3580,New Product Launch,Email,Tablet,6/21/2024,Yes,No,No,$0.00 
CMP728 ,CUSAT6846,Holiday Promo,Email,Desktop,12/21/2024,Yes,No,No,$0.00 
CMP686 ,CUSAT7415,New Product Launch,Email,Mobile,1/1/2024,Yes,No,No,$0.00 
CMP244 ,CUSAT6425,New Product Launch,Email,Mobile,2/23/2024,Yes,No,No,$0.00 
CMP846 ,CUSAT6500,Black Friday,Email,Desktop,12/28/2024,Yes,No,No,$0.00 
CMP837 ,CUSAT1020,Summer Sale,Email,Desktop,5/11/2024,No,No,No,$0.00 
CMP484 ,CUSAT2661,Black Friday,Email,Mobile,7/12/2024,Yes,Yes,Yes,$697.50 
CMP207 ,CUSAT2215,Holiday Promo,Email,Desktop,1/11/2024,Yes,Yes,Yes,$698.00 
CMP728 ,CUSAT8909,New Product Launch,Email,Desktop,6/22/2024,Yes,No,No,$0.00 
CMP310 ,CUSAT4112,Black Friday,Email,Tablet,1/28/2024,Yes,No,No,$0.00 
CMP662 ,CUSAT9043,Summer Sale,Email,Desktop,1/26/2024,No,No,No,$0.00 
CMP591 ,CUSAT4271,Summer Sale,Email,Mobile,12/4/2024,Yes,Yes,No,$0.00 
CMP507 ,CUSAT8715,Black Friday,Email,Mobile,2/29/2024,No,No,No,$0.00 
CMP556 ,CUSAT1731,Holiday Promo,Email,Desktop,7/14/2024,No,No,No,$0.00 
CMP813 ,CUSAT2584,Summer Sale,Email,Tablet,2/1/2024,No,No,No,$0.00 
CMP496 ,CUSAT9561,Black Friday,Email,Mobile,10/10/2024,No,No,No,$0.00 
CMP831 ,CUSAT1568,Black Friday,Email,Mobile,7/21/2024,No,No,No,$0.00 
CMP533 ,CUSAT2283,New Product Launch,Email,Mobile,4/8/2024,Yes,Yes,Yes,$943.10 
CMP669 ,CUSAT7510,Black Friday,Email,Tablet,2/4/2024,Yes,No,No,$0.00 
CMP635 ,CUSAT7874,Summer Sale,Email,Mobile,12/24/2024,Yes,Yes,Yes,$592.40 
CMP676 ,CUSAT2654,Holiday Promo,Email,Desktop,2/21/2024,No,No,No,$0.00 
CMP276 ,CUSAT5512,Black Friday,Email,Mobile,11/7/2024,Yes,No,No,$0.00 
CMP863 ,CUSAT8785,Holiday Promo,Email,Mobile,12/19/2024,Yes,Yes,Yes,$484.60 
CMP801 ,CUSAT2609,Holiday Promo,Email,Desktop,9/8/2024,Yes,Yes,No,$0.00 
CMP292 ,CUSAT8237,Holiday Promo,Email,Tablet,11/5/2024,Yes,Yes,Yes,$269.10 
CMP167 ,CUSAT6097,New Product Launch,Email,Mobile,9/20/2024,Yes,Yes,No,$0.00 
CMP305 ,CUSAT1944,Holiday Promo,Email,Desktop,4/8/2024,Yes,Yes,Yes,"$1,213.10 "
CMP617 ,CUSAT7503,New Product Launch,Email,Tablet,7/7/2024,No,No,No,$0.00 
CMP991 ,CUSAT8775,New Product Launch,Email,Desktop,10/31/2024,Yes,Yes,Yes,$760.70 
CMP266 ,CUSAT4511,Holiday Promo,Email,Tablet,1/15/2024,Yes,No,No,$0.00 
CMP885 ,CUSAT1145,Black Friday,Email,Tablet,1/11/2024,Yes,Yes,No,$0.00 
CMP412 ,CUSAT5511,Black Friday,Email,Tablet,5/9/2024,No,No,No,$0.00 
CMP633 ,CUSAT7506,New Product Launch,Email,Mobile,8/26/2024,Yes,Yes,Yes,$605.10 
CMP800 ,CUSAT2771,Black Friday,Email,Desktop,11/7/2024,Yes,Yes,Yes,$639.10 
CMP767 ,CUSAT5895,Holiday Promo,Email,Mobile,12/1/2024,Yes,Yes,No,$0.00 
CMP243 ,CUSAT1417,New Product Launch,Email,Desktop,12/4/2024,No,No,No,$0.00 
CMP685 ,CUSAT4111,Holiday Promo,Email,Tablet,1/19/2024,No,No,No,$0.00 
CMP960 ,CUSAT3967,Holiday Promo,Email,Desktop,6/2/2024,Yes,No,No,$0.00 
CMP770 ,CUSAT2463,Holiday Promo,Email,Mobile,12/14/2024,No,No,No,$0.00 
CMP574 ,CUSAT2929,Black Friday,Email,Tablet,5/13/2024,No,No,No,$0.00 
CMP490 ,CUSAT9680,Holiday Promo,Email,Mobile,3/2/2024,No,No,No,$0.00 
CMP568 ,CUSAT3346,Holiday Promo,Email,Tablet,7/28/2024,No,No,No,$0.00 
CMP104 ,CUSAT8406,Holiday Promo,Email,Tablet,6/9/2024,Yes,No,No,$0.00 
CMP544 ,CUSAT8035,Black Friday,Email,Desktop,2/15/2024,Yes,Yes,Yes,"$1,475.90 "
CMP114 ,CUSAT6279,Black Friday,Email,Mobile,4/12/2024,No,No,No,$0.00 
CMP492 ,CUSAT9246,New Product Launch,Email,Mobile,6/8/2024,Yes,Yes,Yes,$264.10 
CMP710 ,CUSAT9587,Holiday Promo,Email,Tablet,8/21/2024,Yes,No,No,$0.00 
CMP931 ,CUSAT7609,Summer Sale,Email,Mobile,4/6/2024,No,No,No,$0.00 
CMP475 ,CUSAT1612,Black Friday,Email,Tablet,9/15/2024,Yes,Yes,Yes,$389.70 
CMP769 ,CUSAT1323,Summer Sale,Email,Desktop,1/25/2024,No,No,No,$0.00 
CMP256 ,CUSAT4366,New Product Launch,Email,Desktop,5/9/2024,Yes,Yes,Yes,$660.20 
CMP240 ,CUSAT7862,Summer Sale,Email,Desktop,11/14/2024,Yes,No,No,$0.00 
CMP369 ,CUSAT9571,Holiday Promo,Email,Tablet,11/7/2024,Yes,Yes,Yes,"$1,350.50 "
CMP312 ,CUSAT8875,Holiday Promo,Email,Mobile,10/7/2024,Yes,Yes,Yes,$980.20 
CMP192 ,CUSAT9383,Summer Sale,Email,Desktop,12/8/2024,No,No,No,$0.00 
CMP932 ,CUSAT3862,Summer Sale,Email,Desktop,8/25/2024,No,No,No,$0.00 
CMP241 ,CUSAT3793,Holiday Promo,Email,Desktop,1/24/2024,Yes,Yes,Yes,$0.00 
CMP509 ,CUSAT8479,Holiday Promo,Email,Tablet,4/3/2024,No,No,No,$0.00 
CMP160 ,CUSAT3611,Summer Sale,Email,Mobile,3/8/2024,Yes,No,No,$0.00 
CMP467 ,CUSAT1472,New Product Launch,Email,Desktop,11/8/2024,Yes,No,No,$0.00 
CMP770 ,CUSAT6148,Summer Sale,Email,Tablet,1/24/2024,Yes,Yes,Yes,$412.40 
CMP844 ,CUSAT5072,Black Friday,Email,Tablet,2/18/2024,Yes,No,No,$0.00 
CMP260 ,CUSAT9283,Black Friday,Email,Tablet,1/28/2024,Yes,No,No,$0.00 
CMP384 ,CUSAT1824,Black Friday,Email,Mobile,5/3/2024,Yes,No,No,$0.00 
CMP686 ,CUSAT8341,Summer Sale,Email,Desktop,8/23/2024,Yes,No,No,$0.00 
CMP136 ,CUSAT9996,Summer Sale,Email,Tablet,2/22/2024,No,No,No,$0.00 
CMP449 ,CUSAT6953,Summer Sale,Email,Tablet,12/1/2024,Yes,Yes,No,$0.00 
CMP772 ,CUSAT6952,New Product Launch,Email,Mobile,11/3/2024,No,No,No,$0.00 
CMP919 ,CUSAT5783,Black Friday,Email,Tablet,6/30/2024,Yes,No,No,$0.00 
CMP860 ,CUSAT7704,Summer Sale,Email,Mobile,3/12/2024,No,No,No,$0.00 
CMP900 ,CUSAT4122,New Product Launch,Email,Mobile,4/20/2024,Yes,Yes,Yes,$849.20 
CMP703 ,CUSAT9260,Summer Sale,Email,Mobile,8/18/2024,Yes,No,No,$0.00 
CMP620 ,CUSAT3903,New Product Launch,Email,Tablet,10/26/2024,Yes,No,No,$0.00 
CMP616 ,CUSAT7302,Black Friday,Email,Desktop,11/6/2024,Yes,Yes,No,$0.00 
CMP716 ,CUSAT9393,Holiday Promo,Email,Tablet,3/9/2024,No,No,No,$0.00 
CMP803 ,CUSAT6657,New Product Launch,Email,Tablet,11/15/2024,Yes,Yes,Yes,$884.70 
CMP460 ,CUSAT8870,New Product Launch,Email,Tablet,12/29/2024,Yes,No,No,$0.00 
CMP490 ,CUSAT3381,Summer Sale,Email,Mobile,9/24/2024,No,No,No,$0.00 
CMP807 ,CUSAT5835,Holiday Promo,Email,Desktop,3/15/2024,Yes,Yes,No,$0.00 
CMP674 ,CUSAT7371,Holiday Promo,Email,Tablet,4/24/2024,No,No,No,$0.00 
CMP665 ,CUSAT1881,Summer Sale,Email,Mobile,12/16/2024,Yes,No,No,$0.00 
CMP301 ,CUSAT4170,Holiday Promo,Email,Mobile,10/6/2024,No,No,No,$0.00 
CMP538 ,CUSAT5572,Black Friday,Email,Mobile,3/2/2024,Yes,Yes,Yes,$646.30 
CMP258 ,CUSAT1654,Summer Sale,Email,Mobile,6/18/2024,Yes,Yes,No,$0.00 
CMP174 ,CUSAT6207,Black Friday,Email,Mobile,10/20/2024,Yes,Yes,No,$0.00 
CMP513 ,CUSAT2506,Holiday Promo,Email,Mobile,7/31/2024,Yes,Yes,Yes,"$1,424.30 "
CMP733 ,CUSAT9691,Black Friday,Email,Mobile,4/21/2024,No,No,No,$0.00 
CMP140 ,CUSAT6258,Black Friday,Email,Desktop,11/14/2024,Yes,Yes,Yes,$500.40 
CMP483 ,CUSAT9426,Black Friday,Email,Desktop,9/21/2024,Yes,No,No,$0.00 
CMP198 ,CUSAT3742,Black Friday,Email,Tablet,9/20/2024,No,No,No,$0.00 
CMP948 ,CUSAT8130,New Product Launch,Email,Tablet,2/23/2024,Yes,No,No,$0.00 
CMP155 ,CUSAT3916,Holiday Promo,Email,Mobile,1/20/2024,Yes,No,No,$0.00 
CMP543 ,CUSAT6183,Summer Sale,Email,Tablet,8/18/2024,Yes,Yes,Yes,$874.40 
CMP699 ,CUSAT1745,New Product Launch,Email,Desktop,2/2/2024,Yes,Yes,Yes,"$1,023.40 "
CMP883 ,CUSAT8170,Black Friday,Email,Tablet,11/6/2024,No,No,No,$0.00 
CMP500 ,CUSAT9941,Holiday Promo,Email,Desktop,4/22/2024,Yes,Yes,Yes,$126.70 
CMP105 ,CUSAT7456,Black Friday,Email,Desktop,3/13/2024,Yes,No,No,$0.00 
CMP245 ,CUSAT3637,Summer Sale,Email,Mobile,11/26/2024,No,No,No,$0.00 
CMP972 ,CUSAT1891,Black Friday,Email,Tablet,12/9/2024,Yes,Yes,Yes,$887.00 
CMP843 ,CUSAT8982,Holiday Promo,Email,Mobile,5/8/2024,Yes,Yes,Yes,"$1,201.00 "
CMP425 ,CUSAT8960,Black Friday,Email,Mobile,2/5/2024,Yes,No,No,$0.00 
CMP423 ,CUSAT8017,Summer Sale,Email,Desktop,10/17/2024,No,No,No,$0.00 
CMP850 ,CUSAT6432,Black Friday,Email,Desktop,7/3/2024,Yes,No,No,$0.00 
CMP721 ,CUSAT2343,Holiday Promo,Email,Mobile,2/25/2024,Yes,Yes,Yes,$0.00 
CMP746 ,CUSAT1511,New Product Launch,Email,Tablet,1/10/2024,Yes,Yes,Yes,$577.80 
CMP652 ,CUSAT8734,New Product Launch,Email,Desktop,10/5/2024,No,No,No,$0.00 
CMP622 ,CUSAT2483,Black Friday,Email,Mobile,3/9/2024,No,No,No,$0.00 
CMP263 ,CUSAT3935,New Product Launch,Email,Tablet,9/20/2024,Yes,Yes,No,$0.00 
CMP370 ,CUSAT7052,Holiday Promo,Email,Tablet,9/6/2024,Yes,Yes,No,$0.00 
CMP147 ,CUSAT1653,New Product Launch,Email,Mobile,8/28/2024,Yes,Yes,Yes,$78.20 
CMP485 ,CUSAT7201,Holiday Promo,Email,Mobile,10/5/2024,No,No,No,$0.00 
CMP988 ,CUSAT6653,Black Friday,Email,Mobile,7/26/2024,Yes,No,No,$0.00 
CMP626 ,CUSAT5600,Holiday Promo,Email,Mobile,3/25/2024,Yes,Yes,Yes,$224.10 
CMP930 ,CUSAT6410,New Product Launch,Email,Desktop,12/4/2024,No,No,No,$0.00 
CMP520 ,CUSAT1367,Holiday Promo,Email,Mobile,3/23/2024,No,No,No,$0.00 
CMP270 ,CUSAT5231,Summer Sale,Email,Mobile,10/20/2024,Yes,Yes,No,$0.00 
CMP582 ,CUSAT8891,Summer Sale,Email,Tablet,8/17/2024,Yes,No,No,$0.00 
CMP623 ,CUSAT5333,Summer Sale,Email,Desktop,4/3/2024,No,No,No,$0.00 
CMP307 ,CUSAT9564,Black Friday,Email,Tablet,3/8/2024,Yes,Yes,No,$0.00 
CMP714 ,CUSAT1639,Black Friday,Email,Mobile,8/31/2024,No,No,No,$0.00 
CMP893 ,CUSAT8069,Black Friday,Email,Desktop,1/1/2024,Yes,No,No,$0.00 
CMP490 ,CUSAT6742,New Product Launch,Email,Desktop,9/3/2024,Yes,No,No,$0.00 
CMP997 ,CUSAT9908,Black Friday,Email,Mobile,2/12/2024,Yes,Yes,Yes,$185.90 
CMP484 ,CUSAT4365,New Product Launch,Email,Desktop,3/1/2024,Yes,No,No,$0.00 
CMP367 ,CUSAT9783,Black Friday,Email,Mobile,11/29/2024,No,No,No,$0.00 
CMP594 ,CUSAT3928,Holiday Promo,Email,Desktop,10/9/2024,Yes,Yes,No,$0.00 
CMP775 ,CUSAT2951,New Product Launch,Email,Desktop,3/11/2024,Yes,No,No,$0.00 
CMP920 ,CUSAT1852,Summer Sale,Email,Tablet,7/24/2024,Yes,No,No,$0.00 
CMP165 ,CUSAT5310,Holiday Promo,Email,Mobile,11/3/2024,No,No,No,$0.00 
CMP828 ,CUSAT1941,Summer Sale,Email,Desktop,12/1/2024,No,No,No,$0.00 
CMP713 ,CUSAT9364,Black Friday,Email,Mobile,4/9/2024,Yes,Yes,No,$0.00 
CMP261 ,CUSAT2422,Holiday Promo,Email,Desktop,12/1/2024,No,No,No,$0.00 
CMP820 ,CUSAT2124,Summer Sale,Email,Tablet,9/22/2024,Yes,Yes,Yes,$0.00 
CMP299 ,CUSAT8450,Black Friday,Email,Desktop,5/21/2024,Yes,No,No,$0.00 
CMP401 ,CUSAT6570,Summer Sale,Email,Mobile,10/13/2024,No,No,No,$0.00 
CMP875 ,CUSAT6565,Black Friday,Email,Mobile,9/4/2024,No,No,No,$0.00 
CMP907 ,CUSAT4610,New Product Launch,Email,Tablet,2/4/2024,No,No,No,$0.00 
CMP952 ,CUSAT5314,Holiday Promo,Email,Mobile,10/1/2024,Yes,Yes,No,$0.00 
CMP462 ,CUSAT4580,New Product Launch,Email,Mobile,4/1/2024,No,No,No,$0.00 
CMP311 ,CUSAT4755,Holiday Promo,Email,Tablet,5/3/2024,No,No,No,$0.00 
CMP779 ,CUSAT9071,New Product Launch,Email,Tablet,2/10/2024,Yes,No,No,$0.00 
CMP688 ,CUSAT5501,Black Friday,Email,Tablet,11/13/2024,Yes,No,No,$0.00 
CMP638 ,CUSAT7933,Black Friday,Email,Mobile,10/22/2024,No,No,No,$0.00 
CMP571 ,CUSAT6171,New Product Launch,Email,Mobile,3/2/2024,Yes,No,No,$0.00 
CMP982 ,CUSAT5254,Summer Sale,Email,Mobile,6/15/2024,Yes,Yes,Yes,"$1,047.90 "
CMP534 ,CUSAT4449,Black Friday,Email,Desktop,7/6/2024,Yes,No,No,$0.00 
CMP689 ,CUSAT4744,Summer Sale,Email,Tablet,10/19/2024,Yes,No,No,$0.00 
CMP856 ,CUSAT3450,Black Friday,Email,Mobile,4/10/2024,No,No,No,$0.00 
CMP904 ,CUSAT8972,Holiday Promo,Email,Mobile,9/30/2024,Yes,No,No,$0.00 
CMP360 ,CUSAT8807,New Product Launch,Email,Desktop,1/31/2024,Yes,Yes,Yes,$297.50 
CMP929 ,CUSAT5222,Holiday Promo,Email,Desktop,10/13/2024,Yes,Yes,No,$0.00 
CMP764 ,CUSAT9821,Summer Sale,Email,Desktop,10/22/2024,Yes,No,No,$0.00 
CMP393 ,CUSAT8598,New Product Launch,Email,Tablet,2/10/2024,Yes,No,No,$0.00 
CMP173 ,CUSAT2296,Summer Sale,Email,Mobile,10/19/2024,Yes,Yes,Yes,"$1,274.90 "
CMP377 ,CUSAT8289,Holiday Promo,Email,Desktop,11/5/2024,Yes,No,No,$0.00 
CMP861 ,CUSAT2311,Holiday Promo,Email,Desktop,4/30/2024,Yes,Yes,No,$0.00 
CMP889 ,CUSAT7504,Black Friday,Email,Mobile,10/7/2024,Yes,No,No,$0.00 
CMP499 ,CUSAT6068,Holiday Promo,Email,Tablet,12/1/2024,No,No,No,$0.00 
CMP129 ,CUSAT1575,New Product Launch,Email,Tablet,9/26/2024,No,No,No,$0.00 
CMP238 ,CUSAT9835,Summer Sale,Email,Tablet,5/19/2024,Yes,Yes,Yes,"$1,209.30 "
CMP332 ,CUSAT2467,Black Friday,Email,Desktop,6/26/2024,Yes,No,No,$0.00 
CMP934 ,CUSAT3233,Holiday Promo,Email,Desktop,1/6/2024,Yes,No,No,$0.00 
CMP540 ,CUSAT5799,New Product Launch,Email,Tablet,6/2/2024,Yes,Yes,No,$0.00 
CMP547 ,CUSAT7467,Holiday Promo,Email,Tablet,7/29/2024,No,No,No,$0.00 
CMP345 ,CUSAT9464,New Product Launch,Email,Desktop,2/10/2024,Yes,No,No,$0.00 
CMP396 ,CUSAT2808,New Product Launch,Email,Mobile,2/5/2024,Yes,No,No,$0.00 
CMP255 ,CUSAT1813,Black Friday,Email,Mobile,4/6/2024,Yes,Yes,No,$0.00 
CMP338 ,CUSAT2477,Summer Sale,Email,Desktop,8/12/2024,Yes,No,No,$0.00 
CMP574 ,CUSAT1519,Holiday Promo,Email,Tablet,9/12/2024,Yes,Yes,No,$0.00 
CMP285 ,CUSAT4148,Holiday Promo,Email,Tablet,2/6/2024,Yes,No,No,$0.00 
CMP134 ,CUSAT4263,Black Friday,Email,Mobile,8/14/2024,No,No,No,$0.00 
CMP845 ,CUSAT1691,New Product Launch,Email,Desktop,6/14/2024,Yes,No,No,$0.00 
CMP323 ,CUSAT2850,Holiday Promo,Email,Desktop,1/27/2024,Yes,No,No,$0.00 
CMP348 ,CUSAT1146,Summer Sale,Email,Tablet,3/2/2024,Yes,Yes,No,$0.00 
CMP802 ,CUSAT6544,New Product Launch,Email,Mobile,3/21/2024,Yes,No,No,$0.00 
CMP424 ,CUSAT6690,Black Friday,Email,Mobile,3/5/2024,Yes,No,No,$0.00 
CMP548 ,CUSAT5828,Black Friday,Email,Mobile,1/21/2024,Yes,Yes,Yes,$579.90 
CMP951 ,CUSAT3627,Summer Sale,Email,Desktop,8/27/2024,Yes,Yes,Yes,$504.40 
CMP753 ,CUSAT9289,Black Friday,Email,Mobile,8/20/2024,Yes,No,No,$0.00 
CMP651 ,CUSAT7348,Holiday Promo,Email,Tablet,2/2/2024,Yes,No,No,$0.00 
CMP429 ,CUSAT2809,Summer Sale,Email,Mobile,6/14/2024,Yes,No,No,$0.00 
CMP201 ,CUSAT1521,New Product Launch,Email,Tablet,2/24/2024,Yes,Yes,No,$0.00 
CMP326 ,CUSAT2161,Summer Sale,Email,Tablet,5/11/2024,Yes,No,No,$0.00 
CMP525 ,CUSAT7046,New Product Launch,Email,Tablet,7/3/2024,Yes,Yes,Yes,$639.80 
CMP321 ,CUSAT9511,Summer Sale,Email,Tablet,6/4/2024,Yes,No,No,$0.00 
CMP354 ,CUSAT3931,Black Friday,Email,Tablet,4/8/2024,Yes,Yes,No,$0.00 
CMP206 ,CUSAT3733,Summer Sale,Email,Mobile,12/25/2024,Yes,Yes,No,$0.00 
CMP422 ,CUSAT6319,Holiday Promo,Email,Tablet,8/14/2024,Yes,Yes,No,$0.00 
CMP484 ,CUSAT5162,Holiday Promo,Email,Desktop,10/15/2024,Yes,Yes,Yes,$828.30 
CMP238 ,CUSAT5945,Summer Sale,Email,Mobile,11/1/2024,Yes,Yes,Yes,$0.00 
CMP684 ,CUSAT3534,Summer Sale,Email,Desktop,10/10/2024,No,No,No,$0.00 
CMP355 ,CUSAT4817,Holiday Promo,Email,Mobile,7/6/2024,Yes,No,No,$0.00 
CMP277 ,CUSAT8999,New Product Launch,Email,Mobile,6/15/2024,Yes,No,No,$0.00 
CMP889 ,CUSAT6478,Holiday Promo,Email,Desktop,2/10/2024,Yes,No,No,$0.00 
CMP491 ,CUSAT1886,Holiday Promo,Email,Desktop,11/20/2024,Yes,No,No,$0.00 
CMP256 ,CUSAT1827,New Product Launch,Email,Desktop,9/14/2024,Yes,No,No,$0.00 
CMP251 ,CUSAT3165,Holiday Promo,Email,Desktop,5/28/2024,Yes,No,No,$0.00 
CMP544 ,CUSAT3136,Summer Sale,Email,Mobile,2/13/2024,No,No,No,$0.00 
CMP853 ,CUSAT9589,Holiday Promo,Email,Mobile,4/10/2024,Yes,No,No,$0.00 
CMP523 ,CUSAT7939,Holiday Promo,Email,Mobile,2/15/2024,Yes,Yes,Yes,$339.30 
CMP458 ,CUSAT8245,New Product Launch,Email,Desktop,6/5/2024,No,No,No,$0.00 
CMP973 ,CUSAT2405,Summer Sale,Email,Mobile,3/20/2024,Yes,Yes,Yes,$255.90 
CMP412 ,CUSAT8373,Black Friday,Email,Desktop,12/21/2024,Yes,No,No,$0.00 
