campaign_id,customer_id,campaign_name,channel,device_type,send_date,opened,clicked,converted,revenue_usd
CMP112 ,CUST6916,Holiday  Promo,email,desktop,9/27/2024, yes,,No,170.37
CMP888 ,CUST2195,Summer Sale,Email,Mobile,8/29/2024,No,Yes,Yes,53.68
CMP743 ,CUST9209,Black Friday, Email,Tablet,7/22/2024,Yes,,,75.19
CMP185 ,CUST6077, summer sale,email,tablet ,11/11/2024,, yes , no,179.78
CMP954 ,CUST2083,holiday promo , Email,Tablet,10/27/2024,Yes,No,Yes,168.83
CMP726 ,CUST1901,holiday promo ,email,Mobile,8/10/2024,No,Yes,No,118.33
CMP635 ,CUST9474, new product launch ,EMAIL ,mobile ,9/11/2024,No, yes ,Yes,129.39
CMP539 ,CUST5456, black friday,Email,Desktop,1/16/2024,no ,no,,222.21
CMP979 ,CUST3734,Holiday  Promo,email,Desktop,7/3/2024,,Yes,No,72.67
CMP979 ,CUST1201,Holiday Promo,Email,desktop,9/17/2024,no ,No,No,
CMP831 ,CUST7870,Holiday Promo,EMAIL ,mobile ,1/19/2024, yes, yes ,Yes,103.82
CMP614 ,CUST1862,SUMMER SALE,email,tablet ,10/19/2024,Yes,no,Yes,102.59
CMP892 ,CUST6090,Holiday  Promo,Email,Moble,8/26/2024,Yes, yes ,No,207.9
CMP411 ,CUST4974,Black friday,EMAIL ,Moble,5/29/2024,No,,No,186.03
CMP519 ,CUST1391,Holiday Promo,EMAIL ,Tablet,3/18/2024, yes,Yes, no,
CMP642 ,CUST4902,Black Friday, Email,Mobile,6/6/2024, yes,Yes,Yes,224.44
CMP632 ,CUST7767, new product launch ,EMAIL ,desktop,4/28/2024,,Yes,,121.68
CMP503 ,CUST2226,New Product Launch,Email,desktop,3/9/2024,No, yes ,yes ,174.56
CMP502 ,CUST6345,Holiday  Promo, Email,Desktop,6/10/2024,Yes,No,No,95.18
CMP208 ,CUST3693,Black friday, Email,Desktop,10/26/2024,Yes,,yes ,145.93
CMP574 ,CUST5341, summer sale,Email,mobile ,4/16/2024,,Yes,No,109.59
CMP828 ,CUST5066,Holiday  Promo, Email,Moble,6/16/2024, yes, yes ,No,127.76
CMP975 ,CUST8408, black friday,email,Mobile,1/16/2024,Yes,No,Yes,167.61
CMP899 ,CUST4641,SUMMER SALE,email,tablet ,1/7/2024, yes,Yes,,54.54
CMP932 ,CUST2228,Summer Sale,Email,mobile ,10/27/2024,No,Yes,yes ,287.39
CMP572 ,CUST1829,SUMMER SALE, Email,tablet ,3/3/2024,no ,Yes, no,
CMP462 ,CUST4517,SUMMER SALE,EMAIL ,Desktop,12/15/2024,No,Yes,,22.86
CMP762 ,CUST5835,Black friday, Email,Moble,11/13/2024,Yes,Yes,yes ,212.65
CMP304 ,CUST9614,Holiday Promo,Email,desktop,7/15/2024,no ,, no,183.33
CMP614 ,CUST6269,Black Friday,EMAIL ,mobile ,6/25/2024, yes,,No,169.93
CMP897 ,CUST5602,Summer Sale, Email,Moble,1/16/2024,,No,No,170.27
CMP346 ,CUST5366, black friday,Email,tablet ,2/21/2024,,no,yes ,119.02
CMP706 ,CUST6210, new product launch ,EMAIL ,Moble,3/29/2024, yes,,,48.22
CMP292 ,CUST9064, black friday,EMAIL ,mobile ,3/13/2024,Yes,Yes,Yes,126.06
CMP120 ,CUST9625,Black friday,Email,Desktop,4/29/2024,No, yes ,No,65.83
CMP251 ,CUST3320, summer sale,EMAIL ,Mobile,6/14/2024,no ,,Yes,198.01
CMP239 ,CUST3580, new product launch , Email,tablet ,6/21/2024, yes,No,,108.24
CMP728 ,CUST6846,Holiday Promo,email,desktop,12/21/2024, yes,No,No,53.96
CMP686 ,CUST7415,New Product Launch,Email,mobile ,1/1/2024,,No,,94.29
CMP244 ,CUST6425, new product launch ,Email,mobile ,2/23/2024, yes,No,Yes,153.03
CMP846 ,CUST6500,Black friday,Email,Desktop,12/28/2024,No,Yes,yes ,74.9
CMP837 ,CUST1020,Summer Sale, Email,desktop,5/11/2024,No,no, no,54.22
CMP484 ,CUST2661,Black friday,email,mobile ,7/12/2024,Yes,Yes,yes ,139.49
CMP207 ,CUST2215,Holiday  Promo,email,desktop,1/11/2024,Yes,,Yes,139.6
CMP728 ,CUST8909, new product launch ,Email,desktop,6/22/2024,,no,No,79.44
CMP310 ,CUST4112,Black Friday,EMAIL ,Tablet,1/28/2024, yes,No,Yes,82.32
CMP662 ,CUST9043,SUMMER SALE,Email,Desktop,1/26/2024,no ,Yes,yes ,138.56
CMP591 ,CUST4271, summer sale,Email,mobile ,12/4/2024, yes,Yes, no,4.15
CMP507 ,CUST8715,Black friday,EMAIL ,Mobile,2/29/2024,no ,No,yes ,7.4
CMP556 ,CUST1731,holiday promo , Email,desktop,7/14/2024,No, yes ,,62.52
CMP813 ,CUST2584, summer sale,EMAIL ,tablet ,2/1/2024,no ,,No,102.92
CMP496 ,CUST9561,Black Friday, Email,Moble,10/10/2024,no , yes ,Yes,144.87
CMP831 ,CUST1568, black friday,email,Mobile,7/21/2024,No,No,No,238.03
CMP533 ,CUST2283,New product launch, Email,mobile ,4/8/2024,, yes ,yes ,188.61
CMP669 ,CUST7510, black friday,EMAIL ,tablet ,2/4/2024,,no,Yes,107.2
CMP635 ,CUST7874, summer sale, Email,mobile ,12/24/2024,,,,118.48
CMP676 ,CUST2654,holiday promo ,EMAIL ,desktop,2/21/2024,no ,no,,39.8
CMP276 ,CUST5512,Black Friday,email,Moble,11/7/2024,Yes,no,yes ,118.52
CMP863 ,CUST8785,holiday promo ,EMAIL ,Mobile,12/19/2024, yes, yes ,yes ,96.91
CMP801 ,CUST2609,Holiday Promo,email,Desktop,9/8/2024, yes, yes , no,145.82
CMP292 ,CUST8237,Holiday Promo, Email,Tablet,11/5/2024,, yes ,Yes,53.82
CMP167 ,CUST6097, new product launch , Email,mobile ,9/20/2024,,Yes,No,161.55
CMP305 ,CUST1944,Holiday Promo,Email,desktop,4/8/2024, yes,No,yes ,242.62
CMP617 ,CUST7503,New product launch,Email,Tablet,7/7/2024,No, yes , no,111.3
CMP991 ,CUST8775,New Product Launch,EMAIL ,Desktop,10/31/2024, yes,Yes,yes ,152.14
CMP266 ,CUST4511,Holiday Promo,email,Tablet,1/15/2024, yes,no,,175.21
CMP885 ,CUST1145,Black friday,email,Tablet,1/11/2024,,Yes,No,87.9
CMP412 ,CUST5511,Black Friday, Email,tablet ,5/9/2024,no , yes ,No,137.93
CMP633 ,CUST7506,New Product Launch,Email,Mobile,8/26/2024, yes,,,121.01
CMP800 ,CUST2771,Black friday,Email,Desktop,11/7/2024, yes, yes ,yes ,127.81
CMP767 ,CUST5895,Holiday Promo,email,Moble,12/1/2024,Yes,, no,58.16
CMP243 ,CUST1417,New product launch, Email,Desktop,12/4/2024,no ,no, no,121.96
CMP685 ,CUST4111,Holiday  Promo,email,Tablet,1/19/2024,no , yes ,,159.84
CMP960 ,CUST3967,holiday promo ,Email,desktop,6/2/2024, yes,,No,236.09
CMP770 ,CUST2463,Holiday Promo,EMAIL ,mobile ,12/14/2024,no , yes ,yes ,196.74
CMP574 ,CUST2929,Black friday,Email,tablet ,5/13/2024,no ,No,,292.25
CMP490 ,CUST9680,holiday promo , Email,Mobile,3/2/2024,No,No,yes ,58.61
CMP568 ,CUST3346,Holiday  Promo,email,tablet ,7/28/2024,no , yes ,No,189.79
CMP104 ,CUST8406,holiday promo ,email,tablet ,6/9/2024,,No, no,134.67
CMP544 ,CUST8035,Black Friday, Email,desktop,2/15/2024,Yes,Yes,,295.18
CMP114 ,CUST6279, black friday,email,Mobile,4/12/2024,No,No,yes ,55.34
CMP492 ,CUST9246,New Product Launch,EMAIL ,mobile ,6/8/2024,Yes, yes ,yes ,52.82
CMP710 ,CUST9587,Holiday  Promo, Email,Tablet,8/21/2024, yes,no,yes ,72.05
CMP931 ,CUST7609,Summer Sale,email,mobile ,4/6/2024,No,Yes,,0
CMP475 ,CUST1612,Black Friday,EMAIL ,tablet ,9/15/2024,,Yes,,77.94
CMP769 ,CUST1323,Summer Sale,Email,desktop,1/25/2024,no ,Yes,,59.27
CMP256 ,CUST4366, new product launch ,Email,Desktop,5/9/2024,Yes,,yes ,132.03
CMP240 ,CUST7862, summer sale,Email,Desktop,11/14/2024,Yes,no,No,147.34
CMP369 ,CUST9571,Holiday Promo,EMAIL ,Tablet,11/7/2024, yes,No,Yes,270.09
CMP312 ,CUST8875,Holiday  Promo,email,Mobile,10/7/2024,Yes,Yes,,196.03
CMP192 ,CUST9383, summer sale,Email,Desktop,12/8/2024,no , yes ,yes ,73.85
CMP932 ,CUST3862,Summer Sale,EMAIL ,Desktop,8/25/2024,no ,Yes,Yes,48.13
CMP241 ,CUST3793,Holiday  Promo,EMAIL ,desktop,1/24/2024,Yes, yes ,yes ,
CMP509 ,CUST8479,holiday promo , Email,Tablet,4/3/2024,no ,No,Yes,14.38
CMP160 ,CUST3611, summer sale, Email,Moble,3/8/2024,,no,No,266.52
CMP467 ,CUST1472,New product launch,email,desktop,11/8/2024,Yes,no, no,214.36
CMP770 ,CUST6148,Summer Sale,email,Tablet,1/24/2024,,,,82.47
CMP844 ,CUST5072,Black friday,EMAIL ,Tablet,2/18/2024,No,,,0
CMP260 ,CUST9283,Black friday, Email,tablet ,1/28/2024,Yes,no,yes ,
CMP384 ,CUST1824, black friday,email,Moble,5/3/2024,no ,No,Yes,110.84
CMP686 ,CUST8341, summer sale, Email,desktop,8/23/2024,Yes,no,Yes,219.03
CMP136 ,CUST9996,Summer Sale,Email,tablet ,2/22/2024,,,No,0
CMP449 ,CUST6953,Summer Sale,email,tablet ,12/1/2024, yes,,,72.05
CMP772 ,CUST6952, new product launch , Email,Mobile,11/3/2024,No,Yes,yes ,120.42
CMP919 ,CUST5783, black friday,EMAIL ,Tablet,6/30/2024,Yes,No, no,123.76
CMP860 ,CUST7704, summer sale,EMAIL ,Moble,3/12/2024,No,Yes, no,83.99
CMP900 ,CUST4122, new product launch ,EMAIL ,Mobile,4/20/2024,Yes,,Yes,169.83
CMP703 ,CUST9260,SUMMER SALE, Email,Mobile,8/18/2024,Yes,, no,34.59
CMP620 ,CUST3903, new product launch ,email,Tablet,10/26/2024,Yes,no,,108.61
CMP616 ,CUST7302,Black Friday,email,Desktop,11/6/2024, yes, yes , no,129.62
CMP716 ,CUST9393,holiday promo ,EMAIL ,Tablet,3/9/2024,No,No,No,161.16
CMP803 ,CUST6657,New product launch,email,Tablet,11/15/2024,,,yes ,176.93
CMP460 ,CUST8870,New Product Launch, Email,Tablet,12/29/2024, yes,no,Yes,30.03
CMP490 ,CUST3381,Summer Sale,Email,mobile ,9/24/2024,No, yes ,yes ,0
CMP807 ,CUST5835,Holiday Promo,Email,Desktop,3/15/2024,Yes,,,222.21
CMP674 ,CUST7371,Holiday Promo,EMAIL ,Tablet,4/24/2024,no ,no, no,146.59
CMP665 ,CUST1881,Summer Sale,EMAIL ,mobile ,12/16/2024,No, yes ,,60.12
CMP301 ,CUST4170,holiday promo , Email,mobile ,10/6/2024,No,No,,244.09
CMP538 ,CUST5572, black friday,EMAIL ,mobile ,3/2/2024,, yes ,Yes,129.25
CMP258 ,CUST1654,SUMMER SALE,EMAIL ,Moble,6/18/2024,, yes , no,214.34
CMP174 ,CUST6207, black friday,email,mobile ,10/20/2024,Yes,,No,125.4
CMP513 ,CUST2506,Holiday  Promo,email,mobile ,7/31/2024, yes, yes ,yes ,284.86
CMP733 ,CUST9691,Black friday,Email,Mobile,4/21/2024,no ,No,,260.43
CMP140 ,CUST6258,Black Friday,Email,desktop,11/14/2024,, yes ,Yes,100.08
CMP483 ,CUST9426, black friday, Email,desktop,9/21/2024, yes,No,yes ,197.73
CMP198 ,CUST3742, black friday,Email,Tablet,9/20/2024,No,No, no,171.63
CMP948 ,CUST8130,New product launch,Email,Tablet,2/23/2024,Yes,no,yes ,229.49
CMP155 ,CUST3916,holiday promo ,Email,Moble,1/20/2024, yes,no, no,42.81
CMP543 ,CUST6183,Summer Sale, Email,Tablet,8/18/2024,,Yes,,174.88
CMP699 ,CUST1745, new product launch ,Email,Desktop,2/2/2024,Yes, yes ,yes ,204.67
CMP883 ,CUST8170,Black Friday, Email,tablet ,11/6/2024,no ,No,,0
CMP500 ,CUST9941,holiday promo ,email,Desktop,4/22/2024,Yes,,,25.34
CMP105 ,CUST7456, black friday,Email,Desktop,3/13/2024, yes,No, no,0
CMP245 ,CUST3637,SUMMER SALE,email,Moble,11/26/2024,No,Yes,No,98.45
CMP972 ,CUST1891, black friday, Email,Tablet,12/9/2024,Yes, yes ,Yes,177.4
CMP843 ,CUST8982,Holiday  Promo,EMAIL ,mobile ,5/8/2024,Yes, yes ,,240.19
CMP425 ,CUST8960,Black friday,EMAIL ,Moble,2/5/2024,,No,,125.93
CMP423 ,CUST8017,SUMMER SALE,Email,Desktop,10/17/2024,No,no,yes ,250.29
CMP850 ,CUST6432,Black friday, Email,desktop,7/3/2024, yes,no,,9.59
CMP721 ,CUST2343,holiday promo ,email,Moble,2/25/2024, yes,Yes,Yes,0
CMP746 ,CUST1511,New Product Launch, Email,tablet ,1/10/2024,Yes,,yes ,115.56
CMP652 ,CUST8734,New product launch,email,Desktop,10/5/2024,No,,yes ,150.73
CMP622 ,CUST2483,Black Friday,EMAIL ,Moble,3/9/2024,No,,No,117.38
CMP263 ,CUST3935,New Product Launch,email,Tablet,9/20/2024, yes,Yes,No,0
CMP370 ,CUST7052,Holiday Promo,Email,Tablet,9/6/2024,, yes , no,112.87
CMP147 ,CUST1653,New product launch,EMAIL ,Mobile,8/28/2024, yes, yes ,,15.64
CMP485 ,CUST7201,Holiday  Promo,Email,Moble,10/5/2024,no ,No,,173.57
CMP988 ,CUST6653,Black friday, Email,Moble,7/26/2024,,No, no,149.33
CMP626 ,CUST5600,Holiday Promo,email,mobile ,3/25/2024, yes,,Yes,44.81
CMP930 ,CUST6410, new product launch ,Email,desktop,12/4/2024,no ,No,,78.89
CMP520 ,CUST1367,Holiday Promo,Email,mobile ,3/23/2024,No,,Yes,35.26
CMP270 ,CUST5231,SUMMER SALE, Email,Moble,10/20/2024, yes,Yes,No,114.99
CMP582 ,CUST8891,SUMMER SALE,email,tablet ,8/17/2024,,No,,196.41
CMP623 ,CUST5333,SUMMER SALE,EMAIL ,desktop,4/3/2024,No,no, no,41.14
CMP307 ,CUST9564, black friday, Email,tablet ,3/8/2024,,Yes,No,160.32
CMP714 ,CUST1639, black friday,Email,Mobile,8/31/2024,No,,,77.58
CMP893 ,CUST8069, black friday, Email,Desktop,1/1/2024,,no,No,56.57
CMP490 ,CUST6742,New Product Launch,Email,desktop,9/3/2024, yes,no,No,111.44
CMP997 ,CUST9908,Black Friday,EMAIL ,mobile ,2/12/2024,Yes,,,37.18
CMP484 ,CUST4365, new product launch ,EMAIL ,desktop,3/1/2024,Yes,No, no,75.71
CMP367 ,CUST9783,Black Friday,EMAIL ,Moble,11/29/2024,no ,No, no,24.17
CMP594 ,CUST3928,Holiday  Promo, Email,Desktop,10/9/2024,, yes , no,277.18
CMP775 ,CUST2951, new product launch ,email,desktop,3/11/2024,Yes,No,,122.82
CMP920 ,CUST1852,SUMMER SALE, Email,Tablet,7/24/2024,Yes,No, no,64.02
CMP165 ,CUST5310,Holiday Promo,EMAIL ,Mobile,11/3/2024,no ,no,,137.12
CMP828 ,CUST1941,SUMMER SALE, Email,desktop,12/1/2024,No,,yes ,111.01
CMP713 ,CUST9364, black friday,email,Moble,4/9/2024,Yes, yes ,No,
CMP261 ,CUST2422,holiday promo , Email,Desktop,12/1/2024,no ,,No,
CMP820 ,CUST2124, summer sale,EMAIL ,Tablet,9/22/2024,, yes ,yes ,
CMP299 ,CUST8450,Black Friday,Email,Desktop,5/21/2024,no ,,Yes,77.56
CMP401 ,CUST6570, summer sale,EMAIL ,Moble,10/13/2024,no ,no,,73.93
CMP875 ,CUST6565,Black friday, Email,Moble,9/4/2024,no ,Yes,yes ,98
CMP907 ,CUST4610,New product launch,email,tablet ,2/4/2024,no , yes ,,0
CMP952 ,CUST5314,Holiday Promo,EMAIL ,Mobile,10/1/2024, yes,Yes,,
CMP462 ,CUST4580,New Product Launch,EMAIL ,mobile ,4/1/2024,no ,No,No,229.35
CMP311 ,CUST4755,Holiday Promo,email,tablet ,5/3/2024,No,Yes,Yes,251.6
CMP779 ,CUST9071,New Product Launch,Email,tablet ,2/10/2024,Yes,no,yes ,100.08
CMP688 ,CUST5501,Black friday,email,tablet ,11/13/2024, yes,no,No,166.12
CMP638 ,CUST7933,Black friday,Email,Moble,10/22/2024,no ,No, no,144.9
CMP571 ,CUST6171, new product launch ,Email,Mobile,3/2/2024,no ,,Yes,366.31
CMP982 ,CUST5254,SUMMER SALE,EMAIL ,mobile ,6/15/2024,no ,,yes ,209.57
CMP534 ,CUST4449,Black Friday,EMAIL ,Desktop,7/6/2024, yes,no,No,109.77
CMP689 ,CUST4744, summer sale,EMAIL ,tablet ,10/19/2024,,no, no,43.56
CMP856 ,CUST3450,Black friday,Email,mobile ,4/10/2024,no ,No,,0
CMP904 ,CUST8972,holiday promo ,EMAIL ,Moble,9/30/2024,no ,Yes,No,136.28
CMP360 ,CUST8807,New product launch,Email,desktop,1/31/2024, yes, yes ,yes ,59.49
CMP929 ,CUST5222,Holiday  Promo,Email,desktop,10/13/2024, yes,,No,6.22
CMP764 ,CUST9821,SUMMER SALE,EMAIL ,Desktop,10/22/2024,,no, no,68.27
CMP393 ,CUST8598,New product launch,email,tablet ,2/10/2024, yes,no,,33.48
CMP173 ,CUST2296,SUMMER SALE,EMAIL ,mobile ,10/19/2024, yes, yes ,yes ,254.97
CMP377 ,CUST8289,Holiday  Promo, Email,desktop,11/5/2024,No,Yes,No,190.53
CMP861 ,CUST2311,Holiday Promo,email,desktop,4/30/2024,Yes,Yes, no,119.36
CMP889 ,CUST7504, black friday,Email,Mobile,10/7/2024,,No,Yes,238.4
CMP499 ,CUST6068,Holiday Promo,email,Tablet,12/1/2024,no ,No,No,126.19
CMP129 ,CUST1575,New product launch,EMAIL ,tablet ,9/26/2024,no ,no,,51.1
CMP238 ,CUST9835,SUMMER SALE, Email,Tablet,5/19/2024,,,yes ,241.85
CMP332 ,CUST2467,Black friday,EMAIL ,Desktop,6/26/2024, yes,No,yes ,163.11
CMP934 ,CUST3233,Holiday  Promo,EMAIL ,desktop,1/6/2024,Yes,no, no,
CMP540 ,CUST5799,New Product Launch,email,tablet ,6/2/2024,, yes ,No,
CMP547 ,CUST7467,Holiday Promo,email,Tablet,7/29/2024,no ,No,yes ,49.95
CMP345 ,CUST9464,New Product Launch,EMAIL ,Desktop,2/10/2024, yes,no,No,9.38
CMP396 ,CUST2808,New product launch, Email,Moble,2/5/2024, yes,, no,194.09
CMP255 ,CUST1813, black friday,Email,mobile ,4/6/2024, yes, yes ,No,272.75
CMP338 ,CUST2477,SUMMER SALE,Email,desktop,8/12/2024, yes,no,yes ,8.11
CMP574 ,CUST1519,Holiday  Promo,Email,tablet ,9/12/2024,Yes, yes , no,165.04
CMP285 ,CUST4148,holiday promo , Email,tablet ,2/6/2024,Yes,No, no,67.95
CMP134 ,CUST4263,Black friday,Email,Moble,8/14/2024,no ,no,yes ,81.03
CMP845 ,CUST1691, new product launch ,Email,Desktop,6/14/2024, yes,No,yes ,72.61
CMP323 ,CUST2850,Holiday Promo, Email,Desktop,1/27/2024,No, yes ,,50.88
CMP348 ,CUST1146,Summer Sale, Email,Tablet,3/2/2024, yes,Yes,No,123.88
CMP802 ,CUST6544,New product launch,Email,Mobile,3/21/2024,No,,Yes,53.52
CMP424 ,CUST6690,Black friday,email,Mobile,3/5/2024, yes,No,yes ,141.64
CMP548 ,CUST5828, black friday, Email,mobile ,1/21/2024,, yes ,yes ,115.98
CMP951 ,CUST3627, summer sale,email,desktop,8/27/2024, yes,,yes ,100.88
CMP753 ,CUST9289,Black Friday,email,Mobile,8/20/2024,,No,yes ,
CMP651 ,CUST7348,Holiday Promo, Email,tablet ,2/2/2024,No,,yes ,73.86
CMP429 ,CUST2809, summer sale,Email,Mobile,6/14/2024,No,Yes,No,180.43
CMP201 ,CUST1521,New Product Launch, Email,Tablet,2/24/2024,,,,160.07
CMP326 ,CUST2161,Summer Sale,email,Tablet,5/11/2024,Yes,no,Yes,
CMP525 ,CUST7046, new product launch ,Email,tablet ,7/3/2024,,Yes,Yes,127.95
CMP321 ,CUST9511, summer sale,Email,Tablet,6/4/2024,,no,No,180.11
CMP354 ,CUST3931, black friday, Email,Tablet,4/8/2024,, yes , no,0
CMP206 ,CUST3733,SUMMER SALE, Email,Moble,12/25/2024,No,,,163.47
CMP422 ,CUST6319,Holiday  Promo, Email,tablet ,8/14/2024, yes,,No,66.99
CMP484 ,CUST5162,Holiday  Promo, Email,desktop,10/15/2024,Yes,Yes,yes ,165.65
CMP238 ,CUST5945,Summer Sale,EMAIL ,mobile ,11/1/2024, yes,Yes,yes ,
CMP684 ,CUST3534, summer sale,Email,desktop,10/10/2024,No,No,yes ,0
CMP355 ,CUST4817,holiday promo ,EMAIL ,Mobile,7/6/2024,,No,Yes,0
CMP277 ,CUST8999, new product launch ,Email,Moble,6/15/2024,Yes,, no,123.85
CMP889 ,CUST6478,Holiday  Promo, Email,desktop,2/10/2024,No,,Yes,140.78
CMP491 ,CUST1886,holiday promo ,Email,Desktop,11/20/2024,,No,yes ,47.65
CMP256 ,CUST1827,New product launch, Email,desktop,9/14/2024,Yes,No, no,171.09
CMP251 ,CUST3165,Holiday  Promo,Email,desktop,5/28/2024,,no,yes ,0
CMP544 ,CUST3136,SUMMER SALE, Email,Moble,2/13/2024,no ,no,,114.71
CMP853 ,CUST9589,Holiday Promo,email,Mobile,4/10/2024,no , yes ,,23.12
CMP523 ,CUST7939,Holiday  Promo,EMAIL ,mobile ,2/15/2024, yes,,Yes,67.85
CMP458 ,CUST8245,New Product Launch,email,desktop,6/5/2024,No,No,yes ,123.79
CMP973 ,CUST2405, summer sale,Email,mobile ,3/20/2024, yes,Yes,yes ,51.17
CMP412 ,CUST8373,Black friday,Email,Desktop,12/21/2024,,No,No,89.24
CMP364 ,CUST9991,Black friday,email,Tablet,10/6/2024,no ,,,200.5
CMP161 ,CUST5653,Holiday Promo,EMAIL ,Mobile,1/23/2024,Yes,Yes, no,73.85
CMP972 ,CUST6901, summer sale,Email,Desktop,12/4/2024,No,no,,186.86
CMP423 ,CUST8940,New Product Launch,Email,mobile ,12/29/2024,,no,,29.62
CMP353 ,CUST9673,holiday promo ,EMAIL ,desktop,12/30/2024,No,Yes,yes ,
CMP740 ,CUST5953,Holiday Promo,EMAIL ,tablet ,12/16/2024, yes,no,Yes,235.33
CMP330 ,CUST3485,Holiday  Promo, Email,Tablet,10/11/2024,Yes,no,,0
CMP740 ,CUST4726,Black Friday,email,Moble,12/13/2024,no , yes ,,56.25
CMP234 ,CUST4387,New product launch,email,Moble,6/17/2024,No,No,yes ,166.17
CMP636 ,CUST3215,Black Friday,email,Tablet,12/18/2024, yes,Yes,,103.76
CMP221 ,CUST4016,Holiday  Promo,email,Tablet,9/29/2024, yes,no, no,149.69
CMP941 ,CUST5485,SUMMER SALE,email,Mobile,6/4/2024,No,Yes,,71.68
CMP680 ,CUST4783,New Product Launch,email,mobile ,11/11/2024, yes,Yes, no,126.93
CMP719 ,CUST8680, new product launch ,EMAIL ,mobile ,3/9/2024,no ,no,No,107.55
CMP133 ,CUST7694,Summer Sale,EMAIL ,desktop,3/24/2024,No,No,Yes,213.42
CMP549 ,CUST9027, new product launch ,EMAIL ,tablet ,3/31/2024,No,no, no,140.35
CMP944 ,CUST7232, new product launch ,EMAIL ,desktop,1/22/2024,,Yes,,147.01
CMP946 ,CUST1694,Holiday Promo, Email,Tablet,2/25/2024,,no,,87.05
CMP294 ,CUST5770,Black friday, Email,Desktop,11/18/2024,no ,No, no,80.99
CMP155 ,CUST9470,SUMMER SALE, Email,tablet ,5/30/2024,Yes,,Yes,85.4
CMP812 ,CUST9952,SUMMER SALE, Email,desktop,4/2/2024,no ,Yes,No,151.56
CMP829 ,CUST4308,Black friday,Email,Desktop,8/20/2024,No,Yes,Yes,86.32
CMP749 ,CUST6946, summer sale, Email,Tablet,2/28/2024,,No, no,143.18
CMP886 ,CUST3799,Holiday  Promo,email,mobile ,10/8/2024,No,Yes, no,286.03
CMP887 ,CUST8311,holiday promo ,email,Mobile,6/6/2024,No,Yes,,189.69
CMP609 ,CUST9169, black friday,Email,Moble,5/9/2024,No,No,,
CMP519 ,CUST8239, summer sale,Email,mobile ,12/3/2024, yes,,,216.1
CMP251 ,CUST1902,New product launch,EMAIL ,Mobile,4/16/2024,Yes,,,
CMP189 ,CUST1803, summer sale, Email,mobile ,6/1/2024, yes,,,0
CMP281 ,CUST8460, new product launch ,EMAIL ,Mobile,10/20/2024, yes, yes ,yes ,39.35
CMP876 ,CUST8001, black friday,Email,Desktop,7/13/2024,No,Yes,yes ,0
CMP637 ,CUST4438, new product launch ,email,Moble,6/17/2024,Yes,,,91.88
CMP805 ,CUST5705,Black Friday,EMAIL ,Desktop,2/14/2024,,,yes ,121.47
CMP608 ,CUST9514, new product launch , Email,desktop,3/7/2024,,No,yes ,254.11
CMP124 ,CUST8616,New product launch,Email,Tablet,4/9/2024,,no, no,
CMP673 ,CUST4478,Summer Sale,email,Tablet,1/24/2024, yes,Yes,yes ,102.47
CMP431 ,CUST1100, summer sale,EMAIL ,Desktop,6/2/2024,,,Yes,186.35
CMP953 ,CUST6536,New product launch, Email,desktop,3/30/2024,No,no,No,0
CMP985 ,CUST9797,Holiday  Promo, Email,tablet ,11/17/2024,Yes,,yes ,138.85
CMP423 ,CUST9779,Summer Sale,email,Moble,10/16/2024, yes,Yes,No,181.67
CMP447 ,CUST7147,New product launch,email,Moble,5/23/2024,No,,Yes,1.71
CMP422 ,CUST1518,holiday promo , Email,Mobile,6/6/2024,No, yes , no,211.5
CMP409 ,CUST3867, summer sale,EMAIL ,tablet ,6/3/2024,No,Yes, no,147.08
CMP594 ,CUST9192,SUMMER SALE,email,Desktop,9/16/2024,, yes ,yes ,
CMP200 ,CUST9456,New product launch,email,mobile ,3/14/2024,no ,no,,170.62
CMP145 ,CUST2426,Holiday  Promo, Email,Mobile,2/29/2024,, yes ,Yes,
CMP754 ,CUST4438,Holiday  Promo,email,mobile ,10/22/2024, yes,,yes ,134.55
CMP379 ,CUST3446,SUMMER SALE,EMAIL ,Mobile,8/13/2024,,,,139.86
CMP458 ,CUST6218,holiday promo ,email,Tablet,2/22/2024,,No,No,83.25
CMP446 ,CUST9856,Black friday,Email,mobile ,2/6/2024,no ,Yes,Yes,52.01
CMP536 ,CUST7421,SUMMER SALE, Email,Moble,7/15/2024, yes, yes ,No,186.43
CMP928 ,CUST9740, summer sale, Email,Moble,12/31/2024,Yes,no,Yes,51.51
CMP759 ,CUST8625,Black friday,email,mobile ,8/21/2024,, yes ,yes ,125.73
CMP781 ,CUST6412,Holiday  Promo, Email,desktop,7/19/2024,Yes,no,Yes,81.79
CMP966 ,CUST3798,holiday promo ,EMAIL ,Moble,6/28/2024,,Yes, no,158.32
CMP433 ,CUST2162,holiday promo , Email,desktop,12/31/2024,No,,No,146.69
CMP593 ,CUST7288, summer sale,EMAIL ,mobile ,10/7/2024,no ,,yes ,203
CMP277 ,CUST2276, new product launch , Email,Mobile,10/5/2024, yes,,Yes,79.2
CMP515 ,CUST2140,New Product Launch,Email,Tablet,8/15/2024, yes,no,Yes,98.41
CMP242 ,CUST1003,SUMMER SALE,email,desktop,2/16/2024, yes,no,,41.7
CMP310 ,CUST6187,holiday promo ,EMAIL ,desktop,10/22/2024,Yes,,Yes,84.46
CMP513 ,CUST3089,holiday promo ,Email,Desktop,11/9/2024,Yes,Yes,,150.18
